cik,company,form,filing_date,document,accession_number,accession_nodash,filing_url
0001045810,NVIDIA CORP,8-K,2021-11-17,nvda-20211117.htm,0001045810-21-000160,000104581021000160,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000160/nvda-20211117.htm
0001045810,NVIDIA CORP,10-Q,2021-08-20,nvda-20210801.htm,0001045810-21-000131,000104581021000131,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000131/nvda-20210801.htm
0001045810,NVIDIA CORP,8-K,2021-08-18,nvda-20210818.htm,0001045810-21-000128,000104581021000128,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000128/nvda-20210818.htm
0001045810,NVIDIA CORP,8-K,2021-06-28,nvda-20210628.htm,0001045810-21-000117,000104581021000117,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000117/nvda-20210628.htm
0001045810,NVIDIA CORP,8-K,2021-06-16,d80739d8k.htm,0001193125-21-192149,000119312521192149,https://www.sec.gov/Archives/edgar/data/1045810/000119312521192149/d80739d8k.htm
0001045810,NVIDIA CORP,8-K,2021-06-07,nvda-20210603.htm,0001045810-21-000075,000104581021000075,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000075/nvda-20210603.htm
0001045810,NVIDIA CORP,10-Q,2021-05-26,nvda-20210502.htm,0001045810-21-000064,000104581021000064,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000064/nvda-20210502.htm
0001045810,NVIDIA CORP,8-K,2021-05-26,nvda-20210526.htm,0001045810-21-000063,000104581021000063,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000063/nvda-20210526.htm
0001045810,NVIDIA CORP,DEFA14A,2021-05-21,nvda2021defa14aproxysupple.htm,0001045810-21-000058,000104581021000058,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000058/nvda2021defa14aproxysupple.htm
0001045810,NVIDIA CORP,8-K,2021-05-21,nvda-20210521.htm,0001045810-21-000056,000104581021000056,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000056/nvda-20210521.htm
0001045810,NVIDIA CORP,DEFA14A,2021-04-23,noticeof2021annualmeeting.htm,0001045810-21-000053,000104581021000053,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000053/noticeof2021annualmeeting.htm
0001045810,NVIDIA CORP,DEF 14A,2021-04-23,nvda2021definitiveproxysta.htm,0001045810-21-000052,000104581021000052,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000052/nvda2021definitiveproxysta.htm
0001045810,NVIDIA CORP,8-K,2021-04-12,nvda-20210412.htm,0001045810-21-000047,000104581021000047,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000047/nvda-20210412.htm
0001045810,NVIDIA CORP,8-K,2021-03-19,nvda-20210315.htm,0001045810-21-000034,000104581021000034,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000034/nvda-20210315.htm
0001045810,NVIDIA CORP,10-K,2021-02-26,nvda-20210131.htm,0001045810-21-000010,000104581021000010,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000010/nvda-20210131.htm
0001045810,NVIDIA CORP,8-K,2021-02-24,nvda-20210224.htm,0001045810-21-000007,000104581021000007,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000007/nvda-20210224.htm
0001045810,NVIDIA CORP,SC 13G/A,2021-02-10,tv01517-nvidiacorp.htm,0001104659-21-018767,000110465921018767,https://www.sec.gov/Archives/edgar/data/1045810/000110465921018767/tv01517-nvidiacorp.htm
0001045810,NVIDIA CORP,10-Q,2020-11-18,nvda-20201025.htm,0001045810-20-000189,000104581020000189,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000189/nvda-20201025.htm
0001045810,NVIDIA CORP,8-K,2020-11-18,nvda-20201118.htm,0001045810-20-000187,000104581020000187,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000187/nvda-20201118.htm
0001045810,NVIDIA CORP,8-K,2020-11-09,nvda-20201109.htm,0001045810-20-000181,000104581020000181,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000181/nvda-20201109.htm
0001045810,NVIDIA CORP,8-K,2020-09-14,d13958d8k.htm,0001193125-20-244601,000119312520244601,https://www.sec.gov/Archives/edgar/data/1045810/000119312520244601/d13958d8k.htm
0001045810,NVIDIA CORP,10-Q,2020-08-19,nvda-20200726.htm,0001045810-20-000147,000104581020000147,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000147/nvda-20200726.htm
0001045810,NVIDIA CORP,8-K,2020-08-19,nvda-20200819.htm,0001045810-20-000145,000104581020000145,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000145/nvda-20200819.htm
0001045810,NVIDIA CORP,8-K,2020-07-13,nvda-20200713.htm,0001045810-20-000127,000104581020000127,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000127/nvda-20200713.htm
0001045810,NVIDIA CORP,8-K,2020-06-15,a8-k2020annualmeetingr.htm,0001045810-20-000103,000104581020000103,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000103/a8-k2020annualmeetingr.htm
0001045810,NVIDIA CORP,10-Q,2020-05-21,nvda-20200426.htm,0001045810-20-000065,000104581020000065,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000065/nvda-20200426.htm
0001045810,NVIDIA CORP,8-K,2020-05-21,nvda-20200521.htm,0001045810-20-000063,000104581020000063,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000063/nvda-20200521.htm
0001045810,NVIDIA CORP,DEFA14A,2020-04-29,noticeof2020annualmeeting.htm,0001045810-20-000056,000104581020000056,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000056/noticeof2020annualmeeting.htm
0001045810,NVIDIA CORP,DEF 14A,2020-04-29,nvda2020definitiveproxysta.htm,0001045810-20-000055,000104581020000055,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000055/nvda2020definitiveproxysta.htm
0001045810,NVIDIA CORP,8-K,2020-04-27,form8-kmellanoxclosing.htm,0001045810-20-000052,000104581020000052,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000052/form8-kmellanoxclosing.htm
0001045810,NVIDIA CORP,8-K,2020-04-17,mellanoxantitrustappro.htm,0001045810-20-000048,000104581020000048,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000048/mellanoxantitrustappro.htm
0001045810,NVIDIA CORP,8-K,2020-03-31,d904626d8k.htm,0001193125-20-092939,000119312520092939,https://www.sec.gov/Archives/edgar/data/1045810/000119312520092939/d904626d8k.htm
0001045810,NVIDIA CORP,8-K,2020-03-10,form8-kfy2021variablec.htm,0001045810-20-000033,000104581020000033,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000033/form8-kfy2021variablec.htm
0001045810,NVIDIA CORP,10-K,2020-02-20,nvda-2020x10k.htm,0001045810-20-000010,000104581020000010,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000010/nvda-2020x10k.htm
0001045810,NVIDIA CORP,8-K,2020-02-13,form8-kq4fy20.htm,0001045810-20-000007,000104581020000007,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000007/form8-kq4fy20.htm
0001045810,NVIDIA CORP,SC 13G/A,2020-02-12,tv01719-nvidiacorp.htm,0001104659-20-018469,000110465920018469,https://www.sec.gov/Archives/edgar/data/1045810/000110465920018469/tv01719-nvidiacorp.htm
0001652044,Alphabet Inc.,8-K,2026-02-13,d946885d8k.htm,0001193125-26-051423,000119312526051423,https://www.sec.gov/Archives/edgar/data/1652044/000119312526051423/d946885d8k.htm
0001652044,Alphabet Inc.,10-K,2026-02-05,goog-20251231.htm,0001652044-26-000018,000165204426000018,https://www.sec.gov/Archives/edgar/data/1652044/000165204426000018/goog-20251231.htm
0001652044,Alphabet Inc.,8-K,2026-02-04,goog-20260204.htm,0001652044-26-000012,000165204426000012,https://www.sec.gov/Archives/edgar/data/1652044/000165204426000012/goog-20260204.htm
0001652044,Alphabet Inc.,8-K,2025-11-06,d56115d8k.htm,0001193125-25-269979,000119312525269979,https://www.sec.gov/Archives/edgar/data/1652044/000119312525269979/d56115d8k.htm
0001652044,Alphabet Inc.,10-Q,2025-10-30,goog-20250930.htm,0001652044-25-000091,000165204425000091,https://www.sec.gov/Archives/edgar/data/1652044/000165204425000091/goog-20250930.htm
0001652044,Alphabet Inc.,8-K,2025-10-29,goog-20251029.htm,0001652044-25-000087,000165204425000087,https://www.sec.gov/Archives/edgar/data/1652044/000165204425000087/goog-20251029.htm
0001652044,Alphabet Inc.,8-K,2025-09-05,goog-20250905.htm,0001652044-25-000074,000165204425000074,https://www.sec.gov/Archives/edgar/data/1652044/000165204425000074/goog-20250905.htm
0001652044,Alphabet Inc.,8-K,2025-09-03,goog-20250902.htm,0001652044-25-000067,000165204425000067,https://www.sec.gov/Archives/edgar/data/1652044/000165204425000067/goog-20250902.htm
0001652044,Alphabet Inc.,10-Q,2025-07-24,goog-20250630.htm,0001652044-25-000062,000165204425000062,https://www.sec.gov/Archives/edgar/data/1652044/000165204425000062/goog-20250630.htm
0001652044,Alphabet Inc.,8-K,2025-07-23,goog-20250723.htm,0001652044-25-000056,000165204425000056,https://www.sec.gov/Archives/edgar/data/1652044/000165204425000056/goog-20250723.htm
0001652044,Alphabet Inc.,8-K,2025-07-18,d21412d8k.htm,0001193125-25-161225,000119312525161225,https://www.sec.gov/Archives/edgar/data/1652044/000119312525161225/d21412d8k.htm
0001652044,Alphabet Inc.,8-K,2025-06-12,d949049d8k.htm,0001193125-25-139948,000119312525139948,https://www.sec.gov/Archives/edgar/data/1652044/000119312525139948/d949049d8k.htm
0001652044,Alphabet Inc.,8-K,2025-05-06,d859422d8k.htm,0001193125-25-113864,000119312525113864,https://www.sec.gov/Archives/edgar/data/1652044/000119312525113864/d859422d8k.htm
0001652044,Alphabet Inc.,8-K,2025-05-01,d884388d8k.htm,0001193125-25-110020,000119312525110020,https://www.sec.gov/Archives/edgar/data/1652044/000119312525110020/d884388d8k.htm
0001652044,Alphabet Inc.,DEFA14A,2025-04-25,goog012701-defa14a.htm,0001308179-25-000512,000130817925000512,https://www.sec.gov/Archives/edgar/data/1652044/000130817925000512/goog012701-defa14a.htm
0001652044,Alphabet Inc.,DEF 14A,2025-04-25,goog012701-def14a.htm,0001308179-25-000511,000130817925000511,https://www.sec.gov/Archives/edgar/data/1652044/000130817925000511/goog012701-def14a.htm
0001652044,Alphabet Inc.,10-Q,2025-04-25,goog-20250331.htm,0001652044-25-000043,000165204425000043,https://www.sec.gov/Archives/edgar/data/1652044/000165204425000043/goog-20250331.htm
0001652044,Alphabet Inc.,8-K,2025-04-24,goog-20250423.htm,0001652044-25-000040,000165204425000040,https://www.sec.gov/Archives/edgar/data/1652044/000165204425000040/goog-20250423.htm
0001652044,Alphabet Inc.,8-K,2025-04-18,goog-20250417.htm,0001652044-25-000033,000165204425000033,https://www.sec.gov/Archives/edgar/data/1652044/000165204425000033/goog-20250417.htm
0001652044,Alphabet Inc.,8-K,2025-03-18,goog-20250318.htm,0001652044-25-000027,000165204425000027,https://www.sec.gov/Archives/edgar/data/1652044/000165204425000027/goog-20250318.htm
0001652044,Alphabet Inc.,10-K,2025-02-05,goog-20241231.htm,0001652044-25-000014,000165204425000014,https://www.sec.gov/Archives/edgar/data/1652044/000165204425000014/goog-20241231.htm
0001652044,Alphabet Inc.,8-K,2025-02-04,goog-20250204.htm,0001652044-25-000010,000165204425000010,https://www.sec.gov/Archives/edgar/data/1652044/000165204425000010/goog-20250204.htm
0001652044,Alphabet Inc.,10-Q,2024-10-30,goog-20240930.htm,0001652044-24-000118,000165204424000118,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000118/goog-20240930.htm
0001652044,Alphabet Inc.,8-K,2024-10-29,goog-20241029.htm,0001652044-24-000115,000165204424000115,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000115/goog-20241029.htm
0001652044,Alphabet Inc.,8-K,2024-10-17,d627891d8k.htm,0001193125-24-238769,000119312524238769,https://www.sec.gov/Archives/edgar/data/1652044/000119312524238769/d627891d8k.htm
0001652044,Alphabet Inc.,8-K,2024-09-24,goog-20240924.htm,0001652044-24-000097,000165204424000097,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000097/goog-20240924.htm
0001652044,Alphabet Inc.,8-K,2024-08-06,goog-20240805.htm,0001652044-24-000085,000165204424000085,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000085/goog-20240805.htm
0001652044,Alphabet Inc.,10-Q,2024-07-24,goog-20240630.htm,0001652044-24-000079,000165204424000079,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000079/goog-20240630.htm
0001652044,Alphabet Inc.,8-K,2024-07-23,goog-20240723.htm,0001652044-24-000076,000165204424000076,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000076/goog-20240723.htm
0001652044,Alphabet Inc.,8-K,2024-06-26,d809715d8k.htm,0001193125-24-168745,000119312524168745,https://www.sec.gov/Archives/edgar/data/1652044/000119312524168745/d809715d8k.htm
0001652044,Alphabet Inc.,8-K,2024-06-13,d805807d8k.htm,0001193125-24-160721,000119312524160721,https://www.sec.gov/Archives/edgar/data/1652044/000119312524160721/d805807d8k.htm
0001652044,Alphabet Inc.,8-K,2024-06-07,d787017d8k.htm,0001193125-24-157498,000119312524157498,https://www.sec.gov/Archives/edgar/data/1652044/000119312524157498/d787017d8k.htm
0001652044,Alphabet Inc.,8-K,2024-06-05,d837191d8k.htm,0001193125-24-154725,000119312524154725,https://www.sec.gov/Archives/edgar/data/1652044/000119312524154725/d837191d8k.htm
0001652044,Alphabet Inc.,DEFA14A,2024-04-26,lgoog2024_defa14a.htm,0001308179-24-000613,000130817924000613,https://www.sec.gov/Archives/edgar/data/1652044/000130817924000613/lgoog2024_defa14a.htm
0001652044,Alphabet Inc.,DEF 14A,2024-04-26,lgoog2024_def14a.htm,0001308179-24-000612,000130817924000612,https://www.sec.gov/Archives/edgar/data/1652044/000130817924000612/lgoog2024_def14a.htm
0001652044,Alphabet Inc.,10-Q,2024-04-26,goog-20240331.htm,0001652044-24-000053,000165204424000053,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000053/goog-20240331.htm
0001652044,Alphabet Inc.,8-K,2024-04-25,goog-20240425.htm,0001652044-24-000047,000165204424000047,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000047/goog-20240425.htm
0001652044,Alphabet Inc.,SC 13G/A,2024-02-14,d585199dsc13ga.htm,0001193125-24-036532,000119312524036532,https://www.sec.gov/Archives/edgar/data/1652044/000119312524036532/d585199dsc13ga.htm
0001652044,Alphabet Inc.,SC 13G/A,2024-02-13,tv0008-alphabetincclassa.htm,0001104659-24-020000,000110465924020000,https://www.sec.gov/Archives/edgar/data/1652044/000110465924020000/tv0008-alphabetincclassa.htm
0001652044,Alphabet Inc.,SC 13G/A,2024-02-13,tv0009-alphabetincclassc.htm,0001104659-24-020001,000110465924020001,https://www.sec.gov/Archives/edgar/data/1652044/000110465924020001/tv0009-alphabetincclassc.htm
0001652044,Alphabet Inc.,SC 13G/A,2024-02-12,d931712dsc13ga.htm,0001193125-24-032286,000119312524032286,https://www.sec.gov/Archives/edgar/data/1652044/000119312524032286/d931712dsc13ga.htm
0001652044,Alphabet Inc.,8-K,2024-02-08,goog-20240208.htm,0001652044-24-000032,000165204424000032,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000032/goog-20240208.htm
0001652044,Alphabet Inc.,10-K,2024-01-31,goog-20231231.htm,0001652044-24-000022,000165204424000022,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000022/goog-20231231.htm
0001652044,Alphabet Inc.,8-K,2024-01-30,goog-20240130.htm,0001652044-24-000014,000165204424000014,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000014/goog-20240130.htm
0001652044,Alphabet Inc.,10-Q,2023-10-25,goog-20230930.htm,0001652044-23-000094,000165204423000094,https://www.sec.gov/Archives/edgar/data/1652044/000165204423000094/goog-20230930.htm
0001652044,Alphabet Inc.,8-K,2023-10-24,goog-20231018.htm,0001652044-23-000088,000165204423000088,https://www.sec.gov/Archives/edgar/data/1652044/000165204423000088/goog-20231018.htm
0001652044,Alphabet Inc.,10-Q,2023-07-26,goog-20230630.htm,0001652044-23-000070,000165204423000070,https://www.sec.gov/Archives/edgar/data/1652044/000165204423000070/goog-20230630.htm
0001652044,Alphabet Inc.,8-K,2023-07-25,goog-20230720.htm,0001652044-23-000067,000165204423000067,https://www.sec.gov/Archives/edgar/data/1652044/000165204423000067/goog-20230720.htm
0001652044,Alphabet Inc.,8-K,2023-06-08,d442583d8k.htm,0001193125-23-163590,000119312523163590,https://www.sec.gov/Archives/edgar/data/1652044/000119312523163590/d442583d8k.htm
0001652044,Alphabet Inc.,10-Q,2023-04-26,goog-20230331.htm,0001652044-23-000045,000165204423000045,https://www.sec.gov/Archives/edgar/data/1652044/000165204423000045/goog-20230331.htm
0001652044,Alphabet Inc.,8-K,2023-04-25,goog-20230425.htm,0001652044-23-000041,000165204423000041,https://www.sec.gov/Archives/edgar/data/1652044/000165204423000041/goog-20230425.htm
0001652044,Alphabet Inc.,DEFA14A,2023-04-21,lgoog2023_defa14a.htm,0001308179-23-000739,000130817923000739,https://www.sec.gov/Archives/edgar/data/1652044/000130817923000739/lgoog2023_defa14a.htm
0001652044,Alphabet Inc.,DEFA14A,2023-04-21,lgoog2023_defa14a.htm,0001308179-23-000737,000130817923000737,https://www.sec.gov/Archives/edgar/data/1652044/000130817923000737/lgoog2023_defa14a.htm
0001652044,Alphabet Inc.,DEF 14A,2023-04-21,lgoog2023_def14a.htm,0001308179-23-000736,000130817923000736,https://www.sec.gov/Archives/edgar/data/1652044/000130817923000736/lgoog2023_def14a.htm
0001652044,Alphabet Inc.,8-K,2023-04-21,d490635d8k.htm,0001193125-23-110657,000119312523110657,https://www.sec.gov/Archives/edgar/data/1652044/000119312523110657/d490635d8k.htm
0001652044,Alphabet Inc.,8-K,2023-04-20,goog-20230420.htm,0001652044-23-000034,000165204423000034,https://www.sec.gov/Archives/edgar/data/1652044/000165204423000034/goog-20230420.htm
0001652044,Alphabet Inc.,SC 13G/A,2023-02-14,d436076dsc13ga.htm,0001193125-23-039299,000119312523039299,https://www.sec.gov/Archives/edgar/data/1652044/000119312523039299/d436076dsc13ga.htm
0001652044,Alphabet Inc.,SC 13G/A,2023-02-14,a2023schedule13g-lawrencep.htm,0001652044-23-000027,000165204423000027,https://www.sec.gov/Archives/edgar/data/1652044/000165204423000027/a2023schedule13g-lawrencep.htm
0001652044,Alphabet Inc.,SC 13G/A,2023-02-13,a2023schedule13g-sergeybri.htm,0001652044-23-000023,000165204423000023,https://www.sec.gov/Archives/edgar/data/1652044/000165204423000023/a2023schedule13g-sergeybri.htm
0001652044,Alphabet Inc.,SC 13G/A,2023-02-09,tv0010-alphabetincclassc.htm,0001104659-23-015048,000110465923015048,https://www.sec.gov/Archives/edgar/data/1652044/000110465923015048/tv0010-alphabetincclassc.htm
0001652044,Alphabet Inc.,SC 13G/A,2023-02-09,tv0009-alphabetincclassa.htm,0001104659-23-015047,000110465923015047,https://www.sec.gov/Archives/edgar/data/1652044/000110465923015047/tv0009-alphabetincclassa.htm
0001652044,Alphabet Inc.,10-K,2023-02-03,goog-20221231.htm,0001652044-23-000016,000165204423000016,https://www.sec.gov/Archives/edgar/data/1652044/000165204423000016/goog-20221231.htm
0001652044,Alphabet Inc.,8-K,2023-02-02,goog-20230202.htm,0001652044-23-000013,000165204423000013,https://www.sec.gov/Archives/edgar/data/1652044/000165204423000013/goog-20230202.htm
0001652044,Alphabet Inc.,8-K,2023-01-25,goog-20230124.htm,0001652044-23-000005,000165204423000005,https://www.sec.gov/Archives/edgar/data/1652044/000165204423000005/goog-20230124.htm
0001652044,Alphabet Inc.,8-K,2023-01-20,d454494d8k.htm,0001193125-23-011424,000119312523011424,https://www.sec.gov/Archives/edgar/data/1652044/000119312523011424/d454494d8k.htm
0001652044,Alphabet Inc.,8-K,2022-12-21,d441338d8k.htm,0001193125-22-310153,000119312522310153,https://www.sec.gov/Archives/edgar/data/1652044/000119312522310153/d441338d8k.htm
0001652044,Alphabet Inc.,10-Q,2022-10-26,goog-20220930.htm,0001652044-22-000090,000165204422000090,https://www.sec.gov/Archives/edgar/data/1652044/000165204422000090/goog-20220930.htm
0001652044,Alphabet Inc.,8-K,2022-10-25,goog-20221025.htm,0001652044-22-000085,000165204422000085,https://www.sec.gov/Archives/edgar/data/1652044/000165204422000085/goog-20221025.htm
